enemy,form,kind,action,direction,frame,path,width,height,pivot_x,pivot_y,mirrored
n03_golem,light,body,move,left,1,enemies/n03_golem/light/move/left_01.png,256,256,128,224,true
n03_golem,light,body,move,right,2,enemies/n03_golem/light/move/right_02.png,256,256,128,224,false
n03_golem,light,body,move,left,2,enemies/n03_golem/light/move/left_02.png,256,256,128,224,true
n03_golem,light,body,move,right,3,enemies/n03_golem/light/move/right_03.png,256,256,128,224,false
n03_golem,light,body,move,left,3,enemies/n03_golem/light/move/left_03.png,256,256,128,224,true
n03_golem,light,body,move,right,4,enemies/n03_golem/light/move/right_04.png,256,256,128,224,false
n03_golem,light,body,move,left,4,enemies/n03_golem/light/move/left_04.png,256,256,128,224,true
n03_golem,light,body,move,back,1,enemies/n03_golem/light/move/back_01.png,256,256,128,224,false
n03_golem,light,body,move,back,2,enemies/n03_golem/light/move/back_02.png,256,256,128,224,false
n03_golem,light,body,move,back,3,enemies/n03_golem/light/move/back_03.png,256,256,128,224,false
n03_golem,light,body,move,back,4,enemies/n03_golem/light/move/back_04.png,256,256,128,224,false
n03_golem,light,body,attack_windup,front,1,enemies/n03_golem/light/attack_windup/front_01.png,256,256,128,224,false
n03_golem,light,body,attack_windup,front,2,enemies/n03_golem/light/attack_windup/front_02.png,256,256,128,224,false
n03_golem,light,body,attack_windup,front,3,enemies/n03_golem/light/attack_windup/front_03.png,256,256,128,224,false
n03_golem,light,body,attack_windup,front,4,enemies/n03_golem/light/attack_windup/front_04.png,256,256,128,224,false
n03_golem,light,body,attack_windup,right,1,enemies/n03_golem/light/attack_windup/right_01.png,256,256,128,224,false
n03_golem,light,body,attack_windup,left,1,enemies/n03_golem/light/attack_windup/left_01.png,256,256,128,224,true
n03_golem,light,body,attack_windup,right,2,enemies/n03_golem/light/attack_windup/right_02.png,256,256,128,224,false
n03_golem,light,body,attack_windup,left,2,enemies/n03_golem/light/attack_windup/left_02.png,256,256,128,224,true
n03_golem,light,body,attack_windup,right,3,enemies/n03_golem/light/attack_windup/right_03.png,256,256,128,224,false
n03_golem,light,body,attack_windup,left,3,enemies/n03_golem/light/attack_windup/left_03.png,256,256,128,224,true
n03_golem,light,body,attack_windup,right,4,enemies/n03_golem/light/attack_windup/right_04.png,256,256,128,224,false
n03_golem,light,body,attack_windup,left,4,enemies/n03_golem/light/attack_windup/left_04.png,256,256,128,224,true
n03_golem,light,body,attack_windup,back,1,enemies/n03_golem/light/attack_windup/back_01.png,256,256,128,224,false
n03_golem,light,body,attack_windup,back,2,enemies/n03_golem/light/attack_windup/back_02.png,256,256,128,224,false
n03_golem,light,body,attack_windup,back,3,enemies/n03_golem/light/attack_windup/back_03.png,256,256,128,224,false
n03_golem,light,body,attack_windup,back,4,enemies/n03_golem/light/attack_windup/back_04.png,256,256,128,224,false
n03_golem,light,body,attack_release,front,1,enemies/n03_golem/light/attack_release/front_01.png,256,256,128,224,false
n03_golem,light,body,attack_release,front,2,enemies/n03_golem/light/attack_release/front_02.png,256,256,128,224,false
n03_golem,light,body,attack_release,front,3,enemies/n03_golem/light/attack_release/front_03.png,256,256,128,224,false
n03_golem,light,body,attack_release,front,4,enemies/n03_golem/light/attack_release/front_04.png,256,256,128,224,false
n03_golem,light,body,attack_release,right,1,enemies/n03_golem/light/attack_release/right_01.png,256,256,128,224,false
n03_golem,light,body,attack_release,left,1,enemies/n03_golem/light/attack_release/left_01.png,256,256,128,224,true
n03_golem,light,body,attack_release,right,2,enemies/n03_golem/light/attack_release/right_02.png,256,256,128,224,false
n03_golem,light,body,attack_release,left,2,enemies/n03_golem/light/attack_release/left_02.png,256,256,128,224,true
n03_golem,light,body,attack_release,right,3,enemies/n03_golem/light/attack_release/right_03.png,256,256,128,224,false
n03_golem,light,body,attack_release,left,3,enemies/n03_golem/light/attack_release/left_03.png,256,256,128,224,true
n03_golem,light,body,attack_release,right,4,enemies/n03_golem/light/attack_release/right_04.png,256,256,128,224,false
n03_golem,light,body,attack_release,left,4,enemies/n03_golem/light/attack_release/left_04.png,256,256,128,224,true
n03_golem,light,body,attack_release,back,1,enemies/n03_golem/light/attack_release/back_01.png,256,256,128,224,false
n03_golem,light,body,attack_release,back,2,enemies/n03_golem/light/attack_release/back_02.png,256,256,128,224,false
n03_golem,light,body,attack_release,back,3,enemies/n03_golem/light/attack_release/back_03.png,256,256,128,224,false
n03_golem,light,body,attack_release,back,4,enemies/n03_golem/light/attack_release/back_04.png,256,256,128,224,false
n03_golem,light,body,attack_recovery,front,1,enemies/n03_golem/light/attack_recovery/front_01.png,256,256,128,224,false
n03_golem,light,body,attack_recovery,front,2,enemies/n03_golem/light/attack_recovery/front_02.png,256,256,128,224,false
n03_golem,light,body,attack_recovery,front,3,enemies/n03_golem/light/attack_recovery/front_03.png,256,256,128,224,false
n03_golem,light,body,attack_recovery,front,4,enemies/n03_golem/light/attack_recovery/front_04.png,256,256,128,224,false
n03_golem,light,body,attack_recovery,right,1,enemies/n03_golem/light/attack_recovery/right_01.png,256,256,128,224,false
n03_golem,light,body,attack_recovery,left,1,enemies/n03_golem/light/attack_recovery/left_01.png,256,256,128,224,true
n03_golem,light,body,attack_recovery,right,2,enemies/n03_golem/light/attack_recovery/right_02.png,256,256,128,224,false
n03_golem,light,body,attack_recovery,left,2,enemies/n03_golem/light/attack_recovery/left_02.png,256,256,128,224,true
n03_golem,light,body,attack_recovery,right,3,enemies/n03_golem/light/attack_recovery/right_03.png,256,256,128,224,false
n03_golem,light,body,attack_recovery,left,3,enemies/n03_golem/light/attack_recovery/left_03.png,256,256,128,224,true
n03_golem,light,body,attack_recovery,right,4,enemies/n03_golem/light/attack_recovery/right_04.png,256,256,128,224,false
n03_golem,light,body,attack_recovery,left,4,enemies/n03_golem/light/attack_recovery/left_04.png,256,256,128,224,true
n03_golem,light,body,attack_recovery,back,1,enemies/n03_golem/light/attack_recovery/back_01.png,256,256,128,224,false
n03_golem,light,body,attack_recovery,back,2,enemies/n03_golem/light/attack_recovery/back_02.png,256,256,128,224,false
n03_golem,light,body,attack_recovery,back,3,enemies/n03_golem/light/attack_recovery/back_03.png,256,256,128,224,false
n03_golem,light,body,attack_recovery,back,4,enemies/n03_golem/light/attack_recovery/back_04.png,256,256,128,224,false
n03_golem,light,body,hurt,front,1,enemies/n03_golem/light/hurt/front_01.png,256,256,128,224,false
n03_golem,light,body,hurt,front,2,enemies/n03_golem/light/hurt/front_02.png,256,256,128,224,false
n03_golem,light,body,hurt,front,3,enemies/n03_golem/light/hurt/front_03.png,256,256,128,224,false
n03_golem,light,body,hurt,front,4,enemies/n03_golem/light/hurt/front_04.png,256,256,128,224,false
n03_golem,light,body,hurt,right,1,enemies/n03_golem/light/hurt/right_01.png,256,256,128,224,false
n03_golem,light,body,hurt,left,1,enemies/n03_golem/light/hurt/left_01.png,256,256,128,224,true
n03_golem,light,body,hurt,right,2,enemies/n03_golem/light/hurt/right_02.png,256,256,128,224,false
n03_golem,light,body,hurt,left,2,enemies/n03_golem/light/hurt/left_02.png,256,256,128,224,true
n03_golem,light,body,hurt,right,3,enemies/n03_golem/light/hurt/right_03.png,256,256,128,224,false
n03_golem,light,body,hurt,left,3,enemies/n03_golem/light/hurt/left_03.png,256,256,128,224,true
n03_golem,light,body,hurt,right,4,enemies/n03_golem/light/hurt/right_04.png,256,256,128,224,false
n03_golem,light,body,hurt,left,4,enemies/n03_golem/light/hurt/left_04.png,256,256,128,224,true
n03_golem,light,body,hurt,back,1,enemies/n03_golem/light/hurt/back_01.png,256,256,128,224,false
n03_golem,light,body,hurt,back,2,enemies/n03_golem/light/hurt/back_02.png,256,256,128,224,false
n03_golem,light,body,hurt,back,3,enemies/n03_golem/light/hurt/back_03.png,256,256,128,224,false
n03_golem,light,body,hurt,back,4,enemies/n03_golem/light/hurt/back_04.png,256,256,128,224,false
n03_golem,light,body,death,front,1,enemies/n03_golem/light/death/front_01.png,256,256,128,224,false
n03_golem,light,body,death,front,2,enemies/n03_golem/light/death/front_02.png,256,256,128,224,false
n03_golem,light,body,death,front,3,enemies/n03_golem/light/death/front_03.png,256,256,128,224,false
n03_golem,light,body,death,front,4,enemies/n03_golem/light/death/front_04.png,256,256,128,224,false
n03_golem,light,body,death,right,1,enemies/n03_golem/light/death/right_01.png,256,256,128,224,false
n03_golem,light,body,death,left,1,enemies/n03_golem/light/death/left_01.png,256,256,128,224,true
n03_golem,light,body,death,right,2,enemies/n03_golem/light/death/right_02.png,256,256,128,224,false
n03_golem,light,body,death,left,2,enemies/n03_golem/light/death/left_02.png,256,256,128,224,true
n03_golem,light,body,death,right,3,enemies/n03_golem/light/death/right_03.png,256,256,128,224,false
n03_golem,light,body,death,left,3,enemies/n03_golem/light/death/left_03.png,256,256,128,224,true
n03_golem,light,body,death,right,4,enemies/n03_golem/light/death/right_04.png,256,256,128,224,false
n03_golem,light,body,death,left,4,enemies/n03_golem/light/death/left_04.png,256,256,128,224,true
n03_golem,light,body,death,back,1,enemies/n03_golem/light/death/back_01.png,256,256,128,224,false
n03_golem,light,body,death,back,2,enemies/n03_golem/light/death/back_02.png,256,256,128,224,false
n03_golem,light,body,death,back,3,enemies/n03_golem/light/death/back_03.png,256,256,128,224,false
n03_golem,light,body,death,back,4,enemies/n03_golem/light/death/back_04.png,256,256,128,224,false
n03_golem,shadow,body,idle,front,1,enemies/n03_golem/shadow/idle/front_01.png,256,256,128,224,false
n03_golem,shadow,body,idle,front,2,enemies/n03_golem/shadow/idle/front_02.png,256,256,128,224,false
n03_golem,shadow,body,idle,front,3,enemies/n03_golem/shadow/idle/front_03.png,256,256,128,224,false
n03_golem,shadow,body,idle,front,4,enemies/n03_golem/shadow/idle/front_04.png,256,256,128,224,false
n03_golem,shadow,body,idle,right,1,enemies/n03_golem/shadow/idle/right_01.png,256,256,128,224,false
n03_golem,shadow,body,idle,left,1,enemies/n03_golem/shadow/idle/left_01.png,256,256,128,224,true
n03_golem,shadow,body,idle,right,2,enemies/n03_golem/shadow/idle/right_02.png,256,256,128,224,false
n03_golem,shadow,body,idle,left,2,enemies/n03_golem/shadow/idle/left_02.png,256,256,128,224,true
n03_golem,shadow,body,idle,right,3,enemies/n03_golem/shadow/idle/right_03.png,256,256,128,224,false
n03_golem,shadow,body,idle,left,3,enemies/n03_golem/shadow/idle/left_03.png,256,256,128,224,true
n03_golem,shadow,body,idle,right,4,enemies/n03_golem/shadow/idle/right_04.png,256,256,128,224,false
n03_golem,shadow,body,idle,left,4,enemies/n03_golem/shadow/idle/left_04.png,256,256,128,224,true
n03_golem,shadow,body,idle,back,1,enemies/n03_golem/shadow/idle/back_01.png,256,256,128,224,false
n03_golem,shadow,body,idle,back,2,enemies/n03_golem/shadow/idle/back_02.png,256,256,128,224,false
n03_golem,shadow,body,idle,back,3,enemies/n03_golem/shadow/idle/back_03.png,256,256,128,224,false
n03_golem,shadow,body,idle,back,4,enemies/n03_golem/shadow/idle/back_04.png,256,256,128,224,false
n03_golem,shadow,body,move,front,1,enemies/n03_golem/shadow/move/front_01.png,256,256,128,224,false
n03_golem,shadow,body,move,front,2,enemies/n03_golem/shadow/move/front_02.png,256,256,128,224,false
n03_golem,shadow,body,move,front,3,enemies/n03_golem/shadow/move/front_03.png,256,256,128,224,false
n03_golem,shadow,body,move,front,4,enemies/n03_golem/shadow/move/front_04.png,256,256,128,224,false
n03_golem,shadow,body,move,right,1,enemies/n03_golem/shadow/move/right_01.png,256,256,128,224,false
n03_golem,shadow,body,move,left,1,enemies/n03_golem/shadow/move/left_01.png,256,256,128,224,true
n03_golem,shadow,body,move,right,2,enemies/n03_golem/shadow/move/right_02.png,256,256,128,224,false
n03_golem,shadow,body,move,left,2,enemies/n03_golem/shadow/move/left_02.png,256,256,128,224,true
n03_golem,shadow,body,move,right,3,enemies/n03_golem/shadow/move/right_03.png,256,256,128,224,false
n03_golem,shadow,body,move,left,3,enemies/n03_golem/shadow/move/left_03.png,256,256,128,224,true
n03_golem,shadow,body,move,right,4,enemies/n03_golem/shadow/move/right_04.png,256,256,128,224,false
n03_golem,shadow,body,move,left,4,enemies/n03_golem/shadow/move/left_04.png,256,256,128,224,true
n03_golem,shadow,body,move,back,1,enemies/n03_golem/shadow/move/back_01.png,256,256,128,224,false
n03_golem,shadow,body,move,back,2,enemies/n03_golem/shadow/move/back_02.png,256,256,128,224,false
n03_golem,shadow,body,move,back,3,enemies/n03_golem/shadow/move/back_03.png,256,256,128,224,false
n03_golem,shadow,body,move,back,4,enemies/n03_golem/shadow/move/back_04.png,256,256,128,224,false
n03_golem,shadow,body,attack_windup,front,1,enemies/n03_golem/shadow/attack_windup/front_01.png,256,256,128,224,false
n03_golem,shadow,body,attack_windup,front,2,enemies/n03_golem/shadow/attack_windup/front_02.png,256,256,128,224,false
n03_golem,shadow,body,attack_windup,front,3,enemies/n03_golem/shadow/attack_windup/front_03.png,256,256,128,224,false
n03_golem,shadow,body,attack_windup,front,4,enemies/n03_golem/shadow/attack_windup/front_04.png,256,256,128,224,false
n03_golem,shadow,body,attack_windup,right,1,enemies/n03_golem/shadow/attack_windup/right_01.png,256,256,128,224,false
n03_golem,shadow,body,attack_windup,left,1,enemies/n03_golem/shadow/attack_windup/left_01.png,256,256,128,224,true
n03_golem,shadow,body,attack_windup,right,2,enemies/n03_golem/shadow/attack_windup/right_02.png,256,256,128,224,false
n03_golem,shadow,body,attack_windup,left,2,enemies/n03_golem/shadow/attack_windup/left_02.png,256,256,128,224,true
n03_golem,shadow,body,attack_windup,right,3,enemies/n03_golem/shadow/attack_windup/right_03.png,256,256,128,224,false
n03_golem,shadow,body,attack_windup,left,3,enemies/n03_golem/shadow/attack_windup/left_03.png,256,256,128,224,true
n03_golem,shadow,body,attack_windup,right,4,enemies/n03_golem/shadow/attack_windup/right_04.png,256,256,128,224,false
n03_golem,shadow,body,attack_windup,left,4,enemies/n03_golem/shadow/attack_windup/left_04.png,256,256,128,224,true
n03_golem,shadow,body,attack_windup,back,1,enemies/n03_golem/shadow/attack_windup/back_01.png,256,256,128,224,false
n03_golem,shadow,body,attack_windup,back,2,enemies/n03_golem/shadow/attack_windup/back_02.png,256,256,128,224,false
n03_golem,shadow,body,attack_windup,back,3,enemies/n03_golem/shadow/attack_windup/back_03.png,256,256,128,224,false
n03_golem,shadow,body,attack_windup,back,4,enemies/n03_golem/shadow/attack_windup/back_04.png,256,256,128,224,false
n03_golem,shadow,body,attack_release,front,1,enemies/n03_golem/shadow/attack_release/front_01.png,256,256,128,224,false
n03_golem,shadow,body,attack_release,front,2,enemies/n03_golem/shadow/attack_release/front_02.png,256,256,128,224,false
n03_golem,shadow,body,attack_release,front,3,enemies/n03_golem/shadow/attack_release/front_03.png,256,256,128,224,false
n03_golem,shadow,body,attack_release,front,4,enemies/n03_golem/shadow/attack_release/front_04.png,256,256,128,224,false
n03_golem,shadow,body,attack_release,right,1,enemies/n03_golem/shadow/attack_release/right_01.png,256,256,128,224,false
n03_golem,shadow,body,attack_release,left,1,enemies/n03_golem/shadow/attack_release/left_01.png,256,256,128,224,true
n03_golem,shadow,body,attack_release,right,2,enemies/n03_golem/shadow/attack_release/right_02.png,256,256,128,224,false
n03_golem,shadow,body,attack_release,left,2,enemies/n03_golem/shadow/attack_release/left_02.png,256,256,128,224,true
n03_golem,shadow,body,attack_release,right,3,enemies/n03_golem/shadow/attack_release/right_03.png,256,256,128,224,false
n03_golem,shadow,body,attack_release,left,3,enemies/n03_golem/shadow/attack_release/left_03.png,256,256,128,224,true
n03_golem,shadow,body,attack_release,right,4,enemies/n03_golem/shadow/attack_release/right_04.png,256,256,128,224,false
n03_golem,shadow,body,attack_release,left,4,enemies/n03_golem/shadow/attack_release/left_04.png,256,256,128,224,true
n03_golem,shadow,body,attack_release,back,1,enemies/n03_golem/shadow/attack_release/back_01.png,256,256,128,224,false
n03_golem,shadow,body,attack_release,back,2,enemies/n03_golem/shadow/attack_release/back_02.png,256,256,128,224,false
n03_golem,shadow,body,attack_release,back,3,enemies/n03_golem/shadow/attack_release/back_03.png,256,256,128,224,false
n03_golem,shadow,body,attack_release,back,4,enemies/n03_golem/shadow/attack_release/back_04.png,256,256,128,224,false
n03_golem,shadow,body,attack_recovery,front,1,enemies/n03_golem/shadow/attack_recovery/front_01.png,256,256,128,224,false
n03_golem,shadow,body,attack_recovery,front,2,enemies/n03_golem/shadow/attack_recovery/front_02.png,256,256,128,224,false
n03_golem,shadow,body,attack_recovery,front,3,enemies/n03_golem/shadow/attack_recovery/front_03.png,256,256,128,224,false
n03_golem,shadow,body,attack_recovery,front,4,enemies/n03_golem/shadow/attack_recovery/front_04.png,256,256,128,224,false
n03_golem,shadow,body,attack_recovery,right,1,enemies/n03_golem/shadow/attack_recovery/right_01.png,256,256,128,224,false
n03_golem,shadow,body,attack_recovery,left,1,enemies/n03_golem/shadow/attack_recovery/left_01.png,256,256,128,224,true
n03_golem,shadow,body,attack_recovery,right,2,enemies/n03_golem/shadow/attack_recovery/right_02.png,256,256,128,224,false
n03_golem,shadow,body,attack_recovery,left,2,enemies/n03_golem/shadow/attack_recovery/left_02.png,256,256,128,224,true
n03_golem,shadow,body,attack_recovery,right,3,enemies/n03_golem/shadow/attack_recovery/right_03.png,256,256,128,224,false
n03_golem,shadow,body,attack_recovery,left,3,enemies/n03_golem/shadow/attack_recovery/left_03.png,256,256,128,224,true
n03_golem,shadow,body,attack_recovery,right,4,enemies/n03_golem/shadow/attack_recovery/right_04.png,256,256,128,224,false
n03_golem,shadow,body,attack_recovery,left,4,enemies/n03_golem/shadow/attack_recovery/left_04.png,256,256,128,224,true
n03_golem,shadow,body,attack_recovery,back,1,enemies/n03_golem/shadow/attack_recovery/back_01.png,256,256,128,224,false
n03_golem,shadow,body,attack_recovery,back,2,enemies/n03_golem/shadow/attack_recovery/back_02.png,256,256,128,224,false
n03_golem,shadow,body,attack_recovery,back,3,enemies/n03_golem/shadow/attack_recovery/back_03.png,256,256,128,224,false
n03_golem,shadow,body,attack_recovery,back,4,enemies/n03_golem/shadow/attack_recovery/back_04.png,256,256,128,224,false
n03_golem,shadow,body,hurt,front,1,enemies/n03_golem/shadow/hurt/front_01.png,256,256,128,224,false
n03_golem,shadow,body,hurt,front,2,enemies/n03_golem/shadow/hurt/front_02.png,256,256,128,224,false
n03_golem,shadow,body,hurt,front,3,enemies/n03_golem/shadow/hurt/front_03.png,256,256,128,224,false
n03_golem,shadow,body,hurt,front,4,enemies/n03_golem/shadow/hurt/front_04.png,256,256,128,224,false
n03_golem,shadow,body,hurt,right,1,enemies/n03_golem/shadow/hurt/right_01.png,256,256,128,224,false
n03_golem,shadow,body,hurt,left,1,enemies/n03_golem/shadow/hurt/left_01.png,256,256,128,224,true
n03_golem,shadow,body,hurt,right,2,enemies/n03_golem/shadow/hurt/right_02.png,256,256,128,224,false
n03_golem,shadow,body,hurt,left,2,enemies/n03_golem/shadow/hurt/left_02.png,256,256,128,224,true
n03_golem,shadow,body,hurt,right,3,enemies/n03_golem/shadow/hurt/right_03.png,256,256,128,224,false
n03_golem,shadow,body,hurt,left,3,enemies/n03_golem/shadow/hurt/left_03.png,256,256,128,224,true
n03_golem,shadow,body,hurt,right,4,enemies/n03_golem/shadow/hurt/right_04.png,256,256,128,224,false
n03_golem,shadow,body,hurt,left,4,enemies/n03_golem/shadow/hurt/left_04.png,256,256,128,224,true
n03_golem,shadow,body,hurt,back,1,enemies/n03_golem/shadow/hurt/back_01.png,256,256,128,224,false
n03_golem,shadow,body,hurt,back,2,enemies/n03_golem/shadow/hurt/back_02.png,256,256,128,224,false
n03_golem,shadow,body,hurt,back,3,enemies/n03_golem/shadow/hurt/back_03.png,256,256,128,224,false
n03_golem,shadow,body,hurt,back,4,enemies/n03_golem/shadow/hurt/back_04.png,256,256,128,224,false
n03_golem,shadow,body,death,front,1,enemies/n03_golem/shadow/death/front_01.png,256,256,128,224,false
n03_golem,shadow,body,death,front,2,enemies/n03_golem/shadow/death/front_02.png,256,256,128,224,false
n03_golem,shadow,body,death,front,3,enemies/n03_golem/shadow/death/front_03.png,256,256,128,224,false
n03_golem,shadow,body,death,front,4,enemies/n03_golem/shadow/death/front_04.png,256,256,128,224,false
n03_golem,shadow,body,death,right,1,enemies/n03_golem/shadow/death/right_01.png,256,256,128,224,false
n03_golem,shadow,body,death,left,1,enemies/n03_golem/shadow/death/left_01.png,256,256,128,224,true
n03_golem,shadow,body,death,right,2,enemies/n03_golem/shadow/death/right_02.png,256,256,128,224,false
n03_golem,shadow,body,death,left,2,enemies/n03_golem/shadow/death/left_02.png,256,256,128,224,true
n03_golem,shadow,body,death,right,3,enemies/n03_golem/shadow/death/right_03.png,256,256,128,224,false
n03_golem,shadow,body,death,left,3,enemies/n03_golem/shadow/death/left_03.png,256,256,128,224,true
n03_golem,shadow,body,death,right,4,enemies/n03_golem/shadow/death/right_04.png,256,256,128,224,false
n03_golem,shadow,body,death,left,4,enemies/n03_golem/shadow/death/left_04.png,256,256,128,224,true
n03_golem,shadow,body,death,back,1,enemies/n03_golem/shadow/death/back_01.png,256,256,128,224,false
n03_golem,shadow,body,death,back,2,enemies/n03_golem/shadow/death/back_02.png,256,256,128,224,false
n03_golem,shadow,body,death,back,3,enemies/n03_golem/shadow/death/back_03.png,256,256,128,224,false
n03_golem,shadow,body,death,back,4,enemies/n03_golem/shadow/death/back_04.png,256,256,128,224,false
n04_mage,light,body,idle,front,1,enemies/n04_mage/light/idle/front_01.png,256,256,128,224,false
n04_mage,light,body,idle,front,2,enemies/n04_mage/light/idle/front_02.png,256,256,128,224,false
n04_mage,light,body,idle,front,3,enemies/n04_mage/light/idle/front_03.png,256,256,128,224,false
n04_mage,light,body,idle,front,4,enemies/n04_mage/light/idle/front_04.png,256,256,128,224,false
n04_mage,light,body,idle,right,1,enemies/n04_mage/light/idle/right_01.png,256,256,128,224,false
n04_mage,light,body,idle,left,1,enemies/n04_mage/light/idle/left_01.png,256,256,128,224,true
n04_mage,light,body,idle,right,2,enemies/n04_mage/light/idle/right_02.png,256,256,128,224,false
n04_mage,light,body,idle,left,2,enemies/n04_mage/light/idle/left_02.png,256,256,128,224,true
n04_mage,light,body,idle,right,3,enemies/n04_mage/light/idle/right_03.png,256,256,128,224,false
n04_mage,light,body,idle,left,3,enemies/n04_mage/light/idle/left_03.png,256,256,128,224,true
n04_mage,light,body,idle,right,4,enemies/n04_mage/light/idle/right_04.png,256,256,128,224,false
n04_mage,light,body,idle,left,4,enemies/n04_mage/light/idle/left_04.png,256,256,128,224,true
n04_mage,light,body,idle,back,1,enemies/n04_mage/light/idle/back_01.png,256,256,128,224,false
n04_mage,light,body,idle,back,2,enemies/n04_mage/light/idle/back_02.png,256,256,128,224,false
n04_mage,light,body,idle,back,3,enemies/n04_mage/light/idle/back_03.png,256,256,128,224,false
n04_mage,light,body,idle,back,4,enemies/n04_mage/light/idle/back_04.png,256,256,128,224,false
n04_mage,light,body,move,front,1,enemies/n04_mage/light/move/front_01.png,256,256,128,224,false
n04_mage,light,body,move,front,2,enemies/n04_mage/light/move/front_02.png,256,256,128,224,false
n04_mage,light,body,move,front,3,enemies/n04_mage/light/move/front_03.png,256,256,128,224,false
n04_mage,light,body,move,front,4,enemies/n04_mage/light/move/front_04.png,256,256,128,224,false
n04_mage,light,body,move,right,1,enemies/n04_mage/light/move/right_01.png,256,256,128,224,false
n04_mage,light,body,move,left,1,enemies/n04_mage/light/move/left_01.png,256,256,128,224,true
n04_mage,light,body,move,right,2,enemies/n04_mage/light/move/right_02.png,256,256,128,224,false
n04_mage,light,body,move,left,2,enemies/n04_mage/light/move/left_02.png,256,256,128,224,true
n04_mage,light,body,move,right,3,enemies/n04_mage/light/move/right_03.png,256,256,128,224,false
n04_mage,light,body,move,left,3,enemies/n04_mage/light/move/left_03.png,256,256,128,224,true
n04_mage,light,body,move,right,4,enemies/n04_mage/light/move/right_04.png,256,256,128,224,false
n04_mage,light,body,move,left,4,enemies/n04_mage/light/move/left_04.png,256,256,128,224,true
n04_mage,light,body,move,back,1,enemies/n04_mage/light/move/back_01.png,256,256,128,224,false
n04_mage,light,body,move,back,2,enemies/n04_mage/light/move/back_02.png,256,256,128,224,false
n04_mage,light,body,move,back,3,enemies/n04_mage/light/move/back_03.png,256,256,128,224,false
n04_mage,light,body,move,back,4,enemies/n04_mage/light/move/back_04.png,256,256,128,224,false
n04_mage,light,body,attack_windup,front,1,enemies/n04_mage/light/attack_windup/front_01.png,256,256,128,224,false
n04_mage,light,body,attack_windup,front,2,enemies/n04_mage/light/attack_windup/front_02.png,256,256,128,224,false
n04_mage,light,body,attack_windup,front,3,enemies/n04_mage/light/attack_windup/front_03.png,256,256,128,224,false
n04_mage,light,body,attack_windup,front,4,enemies/n04_mage/light/attack_windup/front_04.png,256,256,128,224,false
n04_mage,light,body,attack_windup,right,1,enemies/n04_mage/light/attack_windup/right_01.png,256,256,128,224,false
n04_mage,light,body,attack_windup,left,1,enemies/n04_mage/light/attack_windup/left_01.png,256,256,128,224,true
n04_mage,light,body,attack_windup,right,2,enemies/n04_mage/light/attack_windup/right_02.png,256,256,128,224,false
n04_mage,light,body,attack_windup,left,2,enemies/n04_mage/light/attack_windup/left_02.png,256,256,128,224,true
n04_mage,light,body,attack_windup,right,3,enemies/n04_mage/light/attack_windup/right_03.png,256,256,128,224,false
n04_mage,light,body,attack_windup,left,3,enemies/n04_mage/light/attack_windup/left_03.png,256,256,128,224,true
n04_mage,light,body,attack_windup,right,4,enemies/n04_mage/light/attack_windup/right_04.png,256,256,128,224,false
n04_mage,light,body,attack_windup,left,4,enemies/n04_mage/light/attack_windup/left_04.png,256,256,128,224,true
n04_mage,light,body,attack_windup,back,1,enemies/n04_mage/light/attack_windup/back_01.png,256,256,128,224,false
n04_mage,light,body,attack_windup,back,2,enemies/n04_mage/light/attack_windup/back_02.png,256,256,128,224,false
n04_mage,light,body,attack_windup,back,3,enemies/n04_mage/light/attack_windup/back_03.png,256,256,128,224,false
n04_mage,light,body,attack_windup,back,4,enemies/n04_mage/light/attack_windup/back_04.png,256,256,128,224,false
n04_mage,light,body,attack_release,front,1,enemies/n04_mage/light/attack_release/front_01.png,256,256,128,224,false
n04_mage,light,body,attack_release,front,2,enemies/n04_mage/light/attack_release/front_02.png,256,256,128,224,false
n04_mage,light,body,attack_release,front,3,enemies/n04_mage/light/attack_release/front_03.png,256,256,128,224,false
n04_mage,light,body,attack_release,front,4,enemies/n04_mage/light/attack_release/front_04.png,256,256,128,224,false
n04_mage,light,body,attack_release,right,1,enemies/n04_mage/light/attack_release/right_01.png,256,256,128,224,false
n04_mage,light,body,attack_release,left,1,enemies/n04_mage/light/attack_release/left_01.png,256,256,128,224,true
n04_mage,light,body,attack_release,right,2,enemies/n04_mage/light/attack_release/right_02.png,256,256,128,224,false
n04_mage,light,body,attack_release,left,2,enemies/n04_mage/light/attack_release/left_02.png,256,256,128,224,true
n04_mage,light,body,attack_release,right,3,enemies/n04_mage/light/attack_release/right_03.png,256,256,128,224,false
n04_mage,light,body,attack_release,left,3,enemies/n04_mage/light/attack_release/left_03.png,256,256,128,224,true
n04_mage,light,body,attack_release,right,4,enemies/n04_mage/light/attack_release/right_04.png,256,256,128,224,false
n04_mage,light,body,attack_release,left,4,enemies/n04_mage/light/attack_release/left_04.png,256,256,128,224,true
n04_mage,light,body,attack_release,back,1,enemies/n04_mage/light/attack_release/back_01.png,256,256,128,224,false
n04_mage,light,body,attack_release,back,2,enemies/n04_mage/light/attack_release/back_02.png,256,256,128,224,false
n04_mage,light,body,attack_release,back,3,enemies/n04_mage/light/attack_release/back_03.png,256,256,128,224,false
n04_mage,light,body,attack_release,back,4,enemies/n04_mage/light/attack_release/back_04.png,256,256,128,224,false
